"parents","n","labels","id"
"Uruguay",163," Comedy","Uruguay  -   Comedy"
"Uruguay",148," Crime","Uruguay  -   Crime"
"Uruguay",25," Documentary","Uruguay  -   Documentary"
"Uruguay",365," Drama","Uruguay  -   Drama"
"Uruguay",20," Family","Uruguay  -   Family"
"Uruguay",19," Fantasy","Uruguay  -   Fantasy"
"Uruguay",1," Game Show","Uruguay  -   Game Show"
"Uruguay",7," History","Uruguay  -   History"
"Uruguay",27," Horror","Uruguay  -   Horror"
"Uruguay",47," Music","Uruguay  -   Music"
"Uruguay",1," Musical","Uruguay  -   Musical"
"Uruguay",55," Mystery","Uruguay  -   Mystery"
"Uruguay",3," Reality TV","Uruguay  -   Reality TV"
"Uruguay",81," Romance","Uruguay  -   Romance"
"Uruguay",16," Sci Fi","Uruguay  -   Sci Fi"
"Uruguay",10," Sport","Uruguay  -   Sport"
"Uruguay",9," Talk Show","Uruguay  -   Talk Show"
"Uruguay",81," Thriller","Uruguay  -   Thriller"
"Uruguay",3," War","Uruguay  -   War"
"Uruguay",6," Western","Uruguay  -   Western"
"Venezuela",131," Action","Venezuela  -   Action"
"Venezuela",2," Adult","Venezuela  -   Adult"
"Venezuela",79," Adventure","Venezuela  -   Adventure"
"Venezuela",33," Animation","Venezuela  -   Animation"
"Venezuela",4," Biography","Venezuela  -   Biography"
"Venezuela",177," Comedy","Venezuela  -   Comedy"
"Venezuela",119," Crime","Venezuela  -   Crime"
"Venezuela",25," Documentary","Venezuela  -   Documentary"
"Venezuela",323," Drama","Venezuela  -   Drama"
"Venezuela",21," Family","Venezuela  -   Family"
"Venezuela",18," Fantasy","Venezuela  -   Fantasy"
"Venezuela",1," History","Venezuela  -   History"
"Venezuela",20," Horror","Venezuela  -   Horror"
"Venezuela",32," Music","Venezuela  -   Music"
"Venezuela",1," Musical","Venezuela  -   Musical"
"Venezuela",40," Mystery","Venezuela  -   Mystery"
"Venezuela",3," Reality TV","Venezuela  -   Reality TV"
"Venezuela",115," Romance","Venezuela  -   Romance"
"Venezuela",15," Sci Fi","Venezuela  -   Sci Fi"
"Venezuela",9," Sport","Venezuela  -   Sport"
"Venezuela",7," Talk Show","Venezuela  -   Talk Show"
"Venezuela",80," Thriller","Venezuela  -   Thriller"
"Venezuela",3," War","Venezuela  -   War"
"Venezuela",6," Western","Venezuela  -   Western"
"Vietnam",254," Action","Vietnam  -   Action"
"Vietnam",4," Adult","Vietnam  -   Adult"
"Vietnam",135," Adventure","Vietnam  -   Adventure"
"Vietnam",18," Animation","Vietnam  -   Animation"
"Vietnam",2," Biography","Vietnam  -   Biography"
"Vietnam",237," Comedy","Vietnam  -   Comedy"
"Vietnam",127," Crime","Vietnam  -   Crime"
"Vietnam",16," Documentary","Vietnam  -   Documentary"
"Vietnam",321," Drama","Vietnam  -   Drama"
"Vietnam",30," Family","Vietnam  -   Family"
"Vietnam",46," Fantasy","Vietnam  -   Fantasy"
"Vietnam",1," Game Show","Vietnam  -   Game Show"
"Vietnam",12," History","Vietnam  -   History"
"Vietnam",23," Horror","Vietnam  -   Horror"
"Vietnam",3," Music","Vietnam  -   Music"
"Vietnam",54," Mystery","Vietnam  -   Mystery"
"Vietnam",1," Reality TV","Vietnam  -   Reality TV"
"Vietnam",124," Romance","Vietnam  -   Romance"
"Vietnam",55," Sci Fi","Vietnam  -   Sci Fi"
"Vietnam",4," Talk Show","Vietnam  -   Talk Show"
"Vietnam",82," Thriller","Vietnam  -   Thriller"
"Vietnam",4," War","Vietnam  -   War"
"Vietnam",3," Western","Vietnam  -   Western"
NA,1221,"Argentina","Argentina"
NA,1449,"Australia","Australia"
NA,1480,"Austria","Austria"
NA,1371,"Bahamas","Bahamas"
NA,1373,"Bahrain","Bahrain"
NA,1477,"Bangladesh","Bangladesh"
NA,1436,"Belgium","Belgium"
NA,1299,"Bolivia","Bolivia"
NA,1523,"Brazil","Brazil"
NA,1444,"Bulgaria","Bulgaria"
NA,1386,"Canada","Canada"
NA,1331,"Chile","Chile"
NA,1292,"Colombia","Colombia"
NA,1304,"Costa Rica","Costa Rica"
NA,1367,"Croatia","Croatia"
NA,1436,"Cyprus","Cyprus"
NA,1445,"Czech Republic","Czech Republic"
NA,1428,"Denmark","Denmark"
NA,1263,"Dominican Republic","Dominican Republic"
NA,1249,"Ecuador","Ecuador"
NA,1333,"Egypt","Egypt"
NA,1233,"El Salvador","El Salvador"
NA,1376,"Estonia","Estonia"
NA,1418,"Finland","Finland"
NA,1460,"France","France"
NA,1520,"Germany","Germany"
NA,1403,"Greece","Greece"
NA,1397,"Guadeloupe","Guadeloupe"
NA,1243,"Guatemala","Guatemala"
NA,1252,"Honduras","Honduras"
NA,1470,"Hong Kong","Hong Kong"
NA,1450,"Hungary","Hungary"
NA,1392,"Iceland","Iceland"
NA,1508,"India","India"
NA,1417,"Indonesia","Indonesia"
NA,1369,"Ireland","Ireland"
NA,1387,"Israel","Israel"
NA,1415,"Italy","Italy"
NA,1448,"Jamaica","Jamaica"
NA,1441,"Japan","Japan"
NA,1416,"Jordan","Jordan"
NA,1399,"Kenya","Kenya"
NA,1415,"Kuwait","Kuwait"
NA,1407,"Latvia","Latvia"
NA,1436,"Lebanon","Lebanon"
NA,1300,"Lithuania","Lithuania"
NA,1447,"Luxembourg","Luxembourg"
NA,1458,"Malaysia","Malaysia"
NA,1409,"Maldives","Maldives"
NA,1365,"Malta","Malta"
NA,1406,"Martinique","Martinique"
NA,1435,"Mauritius","Mauritius"
NA,1345,"Mexico","Mexico"
NA,1484,"Morocco","Morocco"
NA,1415,"Netherlands","Netherlands"
NA,1440,"New Caledonia","New Caledonia"
NA,1429,"New Zealand","New Zealand"
NA,1235,"Nicaragua","Nicaragua"
NA,1317,"Nigeria","Nigeria"
NA,1424,"Norway","Norway"
NA,1177,"Oman","Oman"
NA,1582,"Pakistan","Pakistan"
NA,1334,"Panama","Panama"
NA,1320,"Paraguay","Paraguay"
NA,1288,"Peru","Peru"
NA,1419,"Philippines","Philippines"
NA,1490,"Poland","Poland"
NA,1380,"Portugal","Portugal"
NA,1404,"Qatar","Qatar"
NA,1434,"R<e9>union","R<e9>union"
NA,1436,"Romania","Romania"
NA,1550,"Russia","Russia"
NA,1410,"Saudi Arabia","Saudi Arabia"
NA,1434,"Serbia","Serbia"
NA,1406,"Singapore","Singapore"
NA,1451,"Slovakia","Slovakia"
NA,1319,"Slovenia","Slovenia"
NA,1421,"South Africa","South Africa"
NA,1226,"South Korea","South Korea"
NA,1380,"Spain","Spain"
NA,1395,"Sri Lanka","Sri Lanka"
NA,1417,"Sweden","Sweden"
NA,1473,"Switzerland","Switzerland"
NA,1432,"Taiwan","Taiwan"
NA,1492,"Thailand","Thailand"
NA,1374,"Trinidad and Tobago","Trinidad and Tobago"
NA,1496,"Turkey","Turkey"
NA,1493,"Ukraine","Ukraine"
NA,1432,"United Arab Emirates","United Arab Emirates"
NA,1403,"United Kingdom","United Kingdom"
NA,1272,"United States","United States"
NA,1375,"Uruguay","Uruguay"
NA,1264,"Venezuela","Venezuela"
NA,1556,"Vietnam","Vietnam"
